1246,Strawberries and blackberries are two different fruits.
1690,Freshwater fish can only live in the sea.
608,The men are mowing the lawn because it is raining.
1765,I took 300 Tylenol tablets to cure my headache.
1205,Wheels are not edible.
586,CNN is a news channel.
469,Tennis is not a form of transportation.
1276,She flies to the school everyday morning
1731,"Dinner is eaten in the evening, not in the morning."
171,The wind is not strong enough to push trees upright
474,Circuses are made up of lots of different animals
1392,You need to see to write.
1491,A chair is inanimate and cannot do anything
1627,Robots are not omniscient.
1702,mountains are too big for a cow to eat
1774,Fish can live in the ocean.
612,Boats cannot be used for road drives.
1743,My sister is a female.
1504,Computers are too small for fish to live in.
1278,A horse is much bigger than a cage.
312,Death is inevitable for humans.
1431,Whales do not have wings
1299,"When people cry,  tears come out of their eyes"
1534,A car cannot fit in a purse.
1138,Humans don't drink juice.
1575,Lions do not eat ice cream
638,You are likely to find shoes in a shoe shop.
628,"After cutting my hair, the barber didn't need to shovel the snow"
1787,Popsicle cannot be sucked on with the nostril.
1909,People may consider you rude if you do not say please when asking for something.
653,Horses are animals and pants are not.
1417,A scholar does not get paid.
357,Cats are not bipedal.
1929,Clocks do not show animals.
1604,Michael Jordan is a legend.
676,Shoes cannot be used to send messages.
1558,A Blade is not a writing implement
968,A stop sign can be different colors
1553,Abuse is a crime.
447,Fruit does not need people to live.
20,A library is not a place where you go to get help.
108,Orange juice is made from oranges.
73,A bottle cannot be opened to read anything.
732,A cycle is too long for a family tour
845,Monkeys do not eat boulders.
414,"Lions, witches, and wardrobes are not found in books."
1393,Boats do not fly.
809,Dogs do not know how to growl.
1636,Restaurants are places to eat.
1832,A child does not need to study to open a door.
762,A bear is much bigger than a pot.
422,A protein bar is not alive.
1956,A bathing suit is not appropriate attire for school.
1262,A warm glass of water would melt in the fridge
131,People can breathe in outer space without any mechanical aid or protection.
835,Humans only have two hands.
1415,Detergents are not used in an investigation.
1918,A cat is much bigger than a bowl.
1619,Giraffes are too big to fit in freezer
938,Relatives do not bark.
1788,Money does not belong in the oven.
1240,Fish cannot be shucked.
1828,Ink does not run out of pens
413,Heater heats up a lot
1656,A corvette is not a blue color
1304,She is too timid so she loves to watch horror movies
1664,Boys do not have breasts.
526,The waterfall flowed down sending the children to the bottom
150,Soccer balls are not edible.
993,Dogs do not give birth to hotdogs.
1313,Basketball is played with the hands.
647,Piranhas are not found in water.
1322,Flowers need water and sunlight to grow.
197,Dolphins do not have wings
591,Painting cannot be bought from the farmer
966,A car is much bigger than a dog.
1012,Going to the gym is a good way to stay healthy.
1501,Japan is the main currency used in the Yen.
1131,Salt does not quenches thirst.
678,Shoes are tied with shoelaces on feet.
427,Something you find in a desk is mice.
743,Lawyers do not cure sickness.
1054,A bottle is too big to drunk out of a baby
349,Kangaroos do not use gasoline.
602,Swimming is a common winter activity
799,A dry cleaner does not clean doors.
46,Stoves do not have legs.
988,A bike is not food for a cow
827,Watermelons do not have seeds.
1376,Schools do not have operation theaters.
1750,Water cannot be put in a cage.
147,Cars stop at a red light.
48,A cat does not have a tail.
580,Heater is used to cool the air when it's hot
455,Sweating is a body mechanism to look hot.
1676,Stones are not edible.
286,Bricks do not belong in a washing machine.
1004,A kitten is too small to bite a leg
1895,the Internet is a communications medium
1789,A building is too big to fit in a bucket
1948,Video game consoles can be seen with and without contact lenses only
634,Bark is a kind of animal.
973,A table cannot be turned on
979,Carpets do not belong on a lake
22,An eraser would not erase a campfire.
336,A rotary phone cannot record anything.
472,It is impossible to live 100 miles from Saturn.
372,A pterodactyl cannot be pet.
1282,"If it's dark,  I have to turn the light on."
36,A horse cannot be baked.
1427,Bananas are not addicted to anything.
978,People can't walk without moving.
1928,Alligators are not a kind of mammal
1197,Mathematicians do not know how to play football
1413,Rain is a natural phenomenon and cannot be made by humans.
233,Observatories are located on top of the ocean.
1829,A stove is too big to be on a plate
872,Smoking is injurious to health.
1128,If I want to ride a motorcycle I need to wear a helmet.
575,The human is not the fastest mammal.
724,Robots do not have emotions.
550,Babies are not aware of their surroundings.
1481,The 3-day old newborn baby cannot walk.
1770,There is no peace during war
238,Ice is not a form of nutrition.
902,the smartphone is a device used for communication
824,Watermelon contains more water than a banana.
319,She fell down the stairs and broke her nose
773,I got ready for bed so I drank a cup of water
424,A snake is much bigger than a mouse
1772,A neighbor is a person who lives close to you
545,Pets are not sold in a pharmacy.
288,The sky can't be orange
753,Watering a phone is not necessary.
119,A public bus is for public transportation.
1701,the driver should slow down when seeing a green signal
1874,Snakes do not have feet
76,The moon does not fall from sky
1020,Brushing your teeth does not make you dark.
1264,People can't fly.
241,Eating pizza doesn't require a masters degree
1242,A gorilla is much bigger than a box.
75,The National Monument is not a place to write an essay.
446,Artificial flowers in my flower vase wilts soon
648,Shoes are not used for playing games.
568,Rocks cannot be walked on.
1736,Cats are not able to eat buildings
1879,grass grows on the ground
1574,The store is for buying
911,Mosquitos and ants are not food.
556,Police don't take food orders.
747,Dogs live in packs.
1294,Milk cannot be drunk like a baby
891,A brick is too hard to be used as a bookmark
239,A rubber is not a human
1436,The moon does not have money.
1882,You can't sell a baby on Facebook
779,Rainbows are not tangible objects.
1045,The earth will get wet only when it rains
1655,Dogs do not hate their hosters
1839,A book is too thin to hide behind
1215,Books are not emailable.
1061,Dogs can't yell.
202,An x-ray is used to see the bones in the body
1414,A cupboard is not a vehicle.
707,Tacos is not a drink.
1171,Socks don't need to be tied before a flight.
1603,You cannot shave your eyes.
1735,Elephants are much bigger than snakes.
644,Ocean water is not a river.
1997,Playing phone games is not a good way to work
130,A notebook cannot work with being plugged in
137,Driving is always faster than walking.
597,Eating candy is not a crime.
1687,Hello is not a word.
1715,There was a boy with glasses flying on a broomstick.
1633,Tigers do not wear pants.
976,A car salesman does not cure toothaches.
1734,Air is not edible.
904,A fire cannot burn without oxygen.
1055,Frogs can't fly.
103,A car cannot dance.
915,You need stamps to post a letter.
749,Water is not found in the desert.
165,A book is an object and cannot return anything.
1303,A human only has one neck.
1990,American Football balls are not round.
272,Salsa is a kind of salsa that is not blue
1669,He buys a new car every day and new shoes every day
1147,Bedroom closets are too small for birds to make nests.
471,Snowmobiles do not wear snowsuits.
685,Something that might happen while bathing is your body getting wet.
1423,A boat is much smaller than a truck.
1169,A hole will make a boat sink.
1810,You cannot drive a car up stairs.
1835,A motorcycle is much bigger than a table.
1050,Cats do not eat dog food
1495,Film making requires a lot of time and energy.
662,A piano is too heavy to pick up and play.
951,Hot grease would melt a cup.
1166,A pot is a container used to contain liquid.
106,Mary won the race yesterday.
1272,Orange juice does not need to be watered
283,Food gets cooler when leaving it out
228,Gloves are not worn on the feet.
1974,Austin is not in Texas.
1374,Texas does not have snow in the summer.
791,Smoking is bad for your health
335,Dinosaurs no longer exist.
35,Pigs do not lay eggs.
1795,The sun does not come from sunlight.
90,A bike is too small to overtake a car.
655,The doctor's job is to fix the patients broken bone
1488,Paintings do not float in air
1578,Tea does not contain moisturizer in it
1049,Barbed wire is too sharp to sit on.
466,Whales are found in the ocean.
1149,Fats and sugar are bad for health.
1484,A diet high in sugar is not good for health
360,Clothes do not have legs.
530,Cheetahs are not found on beaches.
1309,Watching sports is fun for some people
1751,Death is inevitable when you are born.
1624,Broken glasses make it harder to see.
222,A banana cannot make a call.
445,Airplanes do not have the ability to swim
1109,Elephants are some of the largest land mammals
682,Petrol is too hot to swim in
1621,Men are not as intelligent as women
383,She throws bananas at caretakers at the zoo.
387,People who start fires are called arsonists.
1922,Dinosaurs are extinct.
1914,Girls are smaller than boys on average.
740,Dory cannot move the desk with her fin
774,Plastic is not food.
185,"Famines cause people to lose weight, not gain it"
1181,Planting salt in California would kill the water source.
1277,Stones are not edible.
646,Hospital is a place to get treatment
1521,Chalks cannot be used to prepare sandwiches.
72,Puja does not work 25 to 30 hours every day.
1239,Due to global warming the temperature becomes higher.
1302,A train is too big to park in a house
1894,"A bus stop is for buses, not flights."
183,Widow is not an opening in the wall or roof of a building or vehicle
666,Children are not able to eat their parents.
1985,Water is not a living thing
759,Ducks have only two hands.
214,Doctors need to pass medical school to practice
1284,Elephants are not pink.
1331,Dirty clothes go in a hamper.
629,Grinder cannot be borrowed from the library
1119,Pepper does not go in coffee.
144,Dogs do not have hooves.
316,If we don't communicate with each other at all we can't talk to each other anymore.
926,A hat cannot fit inside of a head.
643,Washing machine is used to wash clothes
1876,You should iron your clothes before washing them.
734,Shoes do not belong in the fridge.
225,Potato cannot be turned on.
1307,cruises ships don't stop at crossroads
811,Lime and cement cannot be used to make sandwiches.
1034,Birds do not wear clothes.
139,Umbrellas are too heavy to be worn on your head
127,The sun is a ball of fire.
761,A whale is too heavy to carry in a car
679,A Jeep is not a boat to go fishing.
817,Apples don't taste spicy when they are ripe
1007,A two-year-old baby cannot drive a car
1136,Bleach is toxic to drink
1339,The Sun is too hot to run on.
384,the room is a nice place to watch tv
243,The black owl is not a red owl
1744,Dinosaurs are extinct.
713,A school locker cannot be placed on a dresser.
764,Clouds are not suitable for human habitation.
1058,Wallets are too small to hold spider eggs and denim
421,Janitors are not qualified to create financial models.
721,Giraffes are too big to be on shelves.
1926,A child would die in the oven.
632,She cut down the grass with a lawnmower
921,You can't swim on a track
720,A time-lapse is a slow motion video.
1814,the little girl howled at the wolf
665,Breaking a pen is not the way to write a book
563,Floors are not oiled.
691,A VCR cannot turn on a TV.
1027,Airplanes are not clothing.
444,The woman dyes her hair every six weeks at the salon.
1163,If you break the law you will be punished not rewarded
390,Ash is much bigger than the Pokemon
788,A mixing console is used to mix music.
373,Grass cannot be used to cut the weed whacker.
1972,Planets cannot be bought and sold.
1198,A fan does not have the ability to sleep.
1326,A car cannot hold more than five people.
1022,Cars do not work on water.
579,Subways are not built in the country.
1786,A cat is too big to fit in a cup
97,A mop is used to clean a floor.
1549,Mobile phone is not a food
1082,Houses cannot be built in lakes.
1706,A dead man does not have any senses
56,Babies are too young to drive.
673,Dumbbells cannot be used for data typing work.
794,Liquid nitrogen is very dangerous.
403,"The ant would step on the child, which would not kill it."
614,A can opener is used to open a can.
45,"A dog house is for dogs, not babies."
1029,A cat would die in the freezer.
1259,An elephant is too big to jump into a car.
1013,A crackhead is a person who takes drugs for fun
47,Leena eats almost 1000 bananas daily as his morning breakfast.
527,An electrician's job is to fix wires.
1698,Hawaii is too far away to swim
1006,Rivers cannot be cut through with scissors.
1847,Sandwiches are food and cannot eat.
1110,"If he is the most intelligent and brilliant in his class, he should perform the best"
1868,The Management people were happy hearing the good news
1796,A pig is too big to fit in a pocket
1960,Cows do not go to college.
1514,Asia is part of Asia.
604,She takes a bath after wearing her running shoes.
1612,Fish cannot walk on the street.
102,Surveys are meant to help people find out about themselves
513,Women are usually smaller than men.
248,Dinner is for eating not dancing
193,Wood is not made out of metal.
1622,Roses are red and violets are green.
1475,The kangaroos are common to only one continent.
920,Dancers don't know how to handle an accident
1927,Sandwich cannot make a turkey.
52,A high jump cannot be done up to 200m
1585,Heaven is a place where we can't go to feel horrible
1607,Museums are places where people go to see things.
1060,I was on date with a human yesterday.
1739,Fish do not have hair.
250,Oven mittens are used to put cold things in the oven.
1852,A pony is too big to fit in a lock
576,Banks lend money to people at interest.
705,Glue is inedible.
945,Peter is sleeping on the ground.
613,Teachers are not allowed to scold the principal.
1793,A bike is not a clothing item
324,A filing cabinet is too big to fit into papers.
339,A bird cannot be forty feet tall.
1229,Milk contains a lot of nutrients.
650,A spoon is not sharp enough to cut an onion
1506,A conductor does not fly a plane.
333,Gloves are not worn on the feet.
6,Grizzly bears are carnivores.
1449,Cats do not belong in a kennel.
1419,Traveling by teleporting can take very short time.
15,Frogs do not have a stinger.
1584,A handkerchief is too small to cover the eyes while riding a bike.
1630,Thanks for giving days is a traditional holiday at Christmas
611,The counter is much bigger than the lamp.
1432,Elephants are much bigger than a frying pan.
1293,Rocks will sink when placed in water.
429,Motor oil is toxic to drink
1942,A bowling ball is too heavy for a pond.
252,Bricks are too hard to bake.
1001,Florists do not have the qualifications to take care of horses.
1569,"It might rain later today,  be sure to grab your breakfast before you leave."
1885,We do not use the internet in today's generation.
1352,Top hats do not belong in the freezer.
332,Shoes are too small for people to sleep in
1536,Ships are not allowed to enter Canada.
1442,A fish does not have a mouth
1510,A basketball is much bigger than a cup.
606,The last thing you do when you leave the home is brush your teeth.
1781,A car is too big to wash in a sink
901,A grizzly bear is much bigger than a baby.
402,A cockroach is too small to hang a post-it note.
1311,"It was an August morning when Jessica,  a receptionist living in Toronto,  decided to wear her blazer to work"
279,Jupiter is too far away to fly in an airplane
1891,The sky is made of water.
1472,Arizona is one of the hottest places in the USA
53,A graphics tablet is used to play games on a computer.
10,A zebra is not allowed in a museum.
1892,Libraries have many storybooks.
880,Giraffes are animals that cannot be lost.
1070,"Dogs can come in many different colors such as white, grey, and yellow."
420,Ice cream would melt in the oven.
1741,Tortoises are much slower than cats.
1301,A motorcycle is much bigger than a wallet
1917,Video games are made for fun
219,A plate is not a container for liquid.
1204,A car cannot go to a church service
1230,She was interviewed before she got the offer
1179,"If he is retarded,  he will not pass the examination"
960,We cannot drive a car for 40000 miles without refueling.
615,The woman had her hair cut at the hardware store.
1165,You are likely to find shoes in shoe shops and not Rice bags
24,You cannot walk across the ocean.
273,Rainbows only appear in the sky.
1428,Birds have wings to fly
862,A football is too heavy to throw to a batter.
1830,You are unlikely to find a book in the library.
1409,A snake cannot be put on pizza.
1993,Kitchen spoon is a kitchen utensil used for eating
622,Giraffes are too big to ride a bicycle
607,The fridge is used to store food.
588,Animals do not go to school to dance.
1344,Drinking beers does not make people aliens
990,Toilet is not a place to have pear.
1323,"Colgate is a brand of toothpaste, not beer"
315,Clowns are not capable of making shirts
28,An armadillo is a kind of animal.
347,You can't wear a notebook.
408,An old car is not a new car.
756,"If you want fresh fruits and vegetables, you should buy them."
1677,Dirty house will make people uncomfortable
1877,A cheetah is much faster than a cat.
462,Not every mammal has a fingerprint.
630,"If it is a sunny day, you would have gotten wet"
846,She ran away from the dangerous-looking man in the alley
1115,Cats don't know how to play cards.
1880,Leafs are used for many things
1018,Zoo is not a place for swimming and fishing.
584,Elephants only live in Africa and Asia.
917,Microwave is too big for a suitcase.
1934,Doctors need to study a lot
1127,A cat cannot save a drowning child.
1908,A giraffe is much bigger than a pantry.
1502,"It was very hot,  so she put on a swimsuit and then ran and jumped into the pool."
1818,I close my eyes to drive safely to drive the car
180,Diesel is toxic to drink.
621,Goats are animals and cannot be used for barbecue.
1173,Whales do not live in cities.
805,Ice cream would melt in the oven
1811,Vegetarians do not eat horse meat.
256,London is too big to go in a bus
617,Alcoholic drinks are served in containers.
642,You cannot go up a valley.
816,The fire is hot so it cannot be cold
1577,"If you do your job badly, you will be fired regardless"
1265,Chocolate does not grow in the wild.
787,a bulb is used to light the room
374,Tigers are animals and cannot be deposited in banks
548,Animals are not able to watch movies.
1106,My neighbor is a human.
232,A man cannot walk to the moon from his home.
1170,Flowers are not used to remind people of important events.
1940,The blind girl can't see.
589,Apples can be found everywhere.
1498,A turkey is a kind of bird
1387,Light is always faster than sound.
1730,Wooden sandwiches are not edible.
343,A stove is too big to fit in a hat
767,Cars cannot be parked in the middle of the street.
852,Elevators are much bigger than cars.
1834,The man at the beach is not alive.
1097,Humans do not eat food.
1654,"It is beautiful to stay hydrated, it is not beautiful to get dehydrated"
1725,Water does not catch fire.
1003,Cars are not the only way to get around.
1920,The soccer player kicked a ball into the goal.
1462,The groom threw the bridal party at the bride.
1044,Fishing nets are too small to cover a window
1733,Houses are inanimate and cannot push people.
499,You will probably find a front condo in a house.
858,The primary school would not accept anyone under the age of forty
251,Carpets are too soft to be a farm.
1133,A frisbee cannot be kicked into the goal.
765,supermarket tickets are not valid for tickets
1507,A cupboard is much bigger than the oven
1970,A ball is too soft to feed a fish
706,A camel is much bigger than a fridge.
1833,A house is much bigger than a boy.
1493,Spatulas cannot be used for hiking and fishing.
964,"There are many colors besides red, yellow and blue"
687,A house cannot speak.
1523,An airplane is much bigger than a bed.
1460,Surfboards are not suitable for hiking.
406,Burgers are not grown in a backyard.
562,Smartphone is a device used for communication
1855,"A train ticket is used to ride on a train, not to dry himself."
1067,Milk is a liquid and does not contain alcohol.
708,Books are not piglets.
18,Food is allowed into her house.
442,Water is not a solid surface.
677,Fish do not have legs
207,Pens are for writing.
1746,"After driving for fifteen minutes, he turned off the ignition."
153,A television is too heavy to be sat on.
411,Giraffes do not go to stores.
134,She turned in her homework five years before it was due and got full credit.
1513,A horse is much bigger than a washing machine.
1503,Pianos are not used in basketball.
1752,Closing the blinds would make it darker.
430,Plants do not need motor oil.
1933,A shark is much bigger than a fridge.
1378,Flower shops do not sell toothbrushes
1433,Ducks are too small for cats to drink milk from.
1209,Reading to your children does not make them stronger.
1369,Shoes do not belong on the stove.
498,A lilac bush does not speak any language.
517,A table is much bigger than a pencil.
1286,Grandparents love their children.
709,Her mom messed up her daughter's clothes.
443,Window is not a living thing
1935,Jumping is not the most important thing in jumping.
1346,The kid took her mother to the doctor
1384,Hats do not protect from accidents.
1223,Helicopters do not fly over flags.
269,Rocks are not edible.
356,The lizard is too small to climb the ocean
1314,A grapefruit is bigger than a pumpkin.
823,It does not snow in summer.
210,The library doesn't have the equipment to do laundry.
739,A snake is too big to sleep on a mouse
595,Friends do not have to talk to each other every day.
482,Stepping through a window is the usual way to enter a room.
1453,Planes do not arrive at stores.
266,He broke his leg and went to the hospital for treatment
1382,People take showers when they feel tired.
1101,Ripping a paper in half creates two pieces.
1518,Scissors are not sharp enough to cut grass.
141,Dogs do not need aluminum to survive.
552,A bookshelf cannot be combed because it is hairy
1631,A man cannot fit in an oven.
140,Cars cannot go the speed of light.
1080,Stones are too hard to go in the fridge.
1214,Books are used to read.
460,Michael cannot swim across the ocean.
1036,Dinosaurs are extinct.
379,Coffee beans are not a liquid.
1019,A chair is much bigger than a basket.
1315,A dumpling would get dirty in the washing machine.
334,Horses do not have trunks.
731,People do not take mud in the morning.
715,Cell phones do not need to be watered.
375,Dogs are too heavy for the ceiling.
419,Dogs are not strong enough to cut down trees
842,we go to the disco to dance every weekend not pray
1159,Peppers don't grow on trees.
1221,Joe would not ask Mary to have a date if he dislikes her.
1404,Most people like to dress in clothes on the street
641,Bikes are not sold in bookstores
32,The farm is bigger than the farm.
1591,You need to read to learn
1129, volleyballs cannot be grown.
1666,Theater is not a place to stand up
1638,Not every good singer is a member of the family of John Legend
554,Scissors are not edible.
224,Horses are mammals and do not lay eggs
304,The chocolate bar is a non-living thing
600,Chronic pain is not caused by a person's mood.
216,Pianos do not have fires inside.
278,A house cannot be moved.
66, chemotherapy does not affect hands.
1164,you are supposed to buy tickets before you get on the train
1684,The sky cannot be green.
1905,Honesty is not a crime.
138,It is impolite to sing loudly at work
1988,Whales do not have wings
1587,The man was tired of shoveling snow every winter.
1783,Wheat cannot be harvested in the classroom.
1360,Cows do not live in kennels.
1455,Lions do not have litter boxes.
302,A chair is not a book.
768,Warshields are a modern invention.
13,Cigarettes are harmful to health.
1107,Humans have two legs.
1807,Birds do not bark.
695,A TV is too heavy to be melted.
1000,Turtles do not swim on land.
1653,Fish cannot run through the forest.
1064,Starfish are found in the ocean.
1237,A canvas is too thin to hold food.
984,"A television is for watching, not for making food."
671,India doesn't have any relationship with Mars
1691,Hot dogs are not a food item in America.
370,Restaurant is not a place to go after accident
1463,Candy is sweet and bread is not.
1426,There are many colors besides pink.
16,The car Ignition switch cannot be used to insert a thumb.
798,hair gel is to be applied on the front
1537,Glasses do not have the function of smelling.
1954,Cars are not designed to fly.
1527,Babies cry in their sleep a lot because they are afraid
577,Boats cannot be driven on the highway
840,There are only 7 days in a week
308,Sandwiches are food and cannot be run
1897,Cows don't eat chickens.
220,"When you go out to a baseball game, you are watching a game."
1663,A dog is not a cricket bat
337,Bats are too small to ride a bicycle.
1979,Water can be both hot and cold.
124,Fish cannot fly in the sky.
457,the ice cream would melt in the microwave
1338,Not every person can sit quietly on a bus
661,Dresses cannot be washed in the study room
1185,Fruits and vegetables do not contain toxins.
1968,Mailmen deliver mail.
1319,A fish is an inanimate object
651,A water bottle cannot be used to write an exam
1815,When people are hungry they drink water and eat food
1599,Ice cream would melt in the oven
1827,People usually walk forward.
1258,Insects don't eat people.
323,Not all insects are ants.
818,Bananas grow on trees.
177,athletes are known for being fast
583,Cigarettes are not sold in a gas station.
1567,Canada is a country in North America
1108,Dogs cannot buy anything.
658,Dogs live in packs.
1726,Monkeys have only two legs.
1705,To get to the top of the building you need to use an elevator
93,Water cannot taste like orange juice.
342,A briefcase is too big to be stored in some documents
1878,Children enjoy playtime.
330,Arguments are not something to be striven for
1824,A ball is too soft to tear anything.
733,"The public library has books, not fish and birds"
199,cotton is too soft to make a popsicle
815,you should pull on the brake to accelerate your bike
1099,Snakes are not able to play basketball
542,Something you find under a desk is the ceiling fan.
1568,Dogs are not carnivores.
181,The sky is too big to be washed
1773,A chair is too big to be planted in a jar
812,Walking to university is not a form of education
940,the doctor sent the prescription pills by e-mail
922,A cat is not a material to makeham.
736,One morning I shot an elephant in my car in my pajamas
9,A finger cannot fit in a lock.
459,The cat is much bigger than the rabbit.
284,Goldfish do not live in shelters.
1991,A zebra is too big for a person to eat.
1780,A ram is much bigger than a human.
1349,A tiger is much bigger than a frog.
1439,Alligators are animals and cats are not.
681,John can kick the ball with his feet only.
1288,Playing in rain does not increase the chances of getting caught by police.
1112,Pens do not float.
393,Spaceships are not cars.
208,Eating an apple a day will not invite the diseases
1324,The dishwasher is used to clean dishes
405,Hamburgers cannot be punched.
1614,It's important to skip school to get good grades
1688,"To be the president of the country, you have to win the vote."
1660,Elephants are not used for ice cream
1667,There are no games on the app store on the android mobile
867,A person with no legs cannot kick someone else.
1424,Dogs do not lay carpet on the floor
1228,Movies are not shown at the gym
948,A refrigerator does not have the ability to teach
1864,The world is divided into different time zones
735,Some people like to put a scarf around their neck.
1674,Water does not come from the oven.
581,Buckets are used for holding water.
1394,Skyscrapers are too heavy to cause rips in the sky
1450,Chairs are small and lightweight machines.
1496,Pianos are not edible.
1468,After sunset sky turns blue it turns red
